Province,Region,alternative_name,Transportation_Type,Date,Value
Alberta,Edmonton,,transit,2020-03-30,23.38
Alberta,Calgary,,transit,2020-04-06,23.36
Quebec,Montreal,Montr̩al,driving,2020-03-29,23.16
Ontario,Ottawa,,transit,2020-03-20,23.02
Alberta,Calgary,,transit,2020-04-09,22.76
Alberta,Calgary,,transit,2020-04-14,22.61
Quebec,Montreal,Montr̩al,walking,2020-03-29,22.54
Quebec,Montreal,Montr̩al,driving,2020-04-05,22.39
Alberta,Edmonton,,transit,2020-04-09,22.18
Alberta,Edmonton,,transit,2020-04-08,21.93
British Columbia,Vancouver,,transit,2020-03-23,21.91
Ontario,Toronto,,transit,2020-03-24,21.81
Alberta,Edmonton,,transit,2020-04-03,21.8
Ontario,Toronto,,transit,2020-03-22,21.74
Alberta,Edmonton,,transit,2020-04-02,21.72
Quebec,Montreal,Montr̩al,transit,2020-03-24,21.71
Alberta,Calgary,,transit,2020-04-01,21.63
Alberta,Calgary,,transit,2020-03-26,21.55
Alberta,Calgary,,transit,2020-04-16,21.47
Alberta,Calgary,,transit,2020-03-31,21.42
Ontario,Ottawa,,transit,2020-03-21,21.42
Alberta,Calgary,,transit,2020-04-15,21.4
Alberta,Edmonton,,transit,2020-04-16,21.29
Alberta,Edmonton,,transit,2020-04-15,21.18
Alberta,Edmonton,,transit,2020-04-06,20.96
British Columbia,Vancouver,,transit,2020-04-06,20.94
British Columbia,Vancouver,,transit,2020-03-22,20.9
Alberta,Edmonton,,transit,2020-03-31,20.86
Alberta,Calgary,,transit,2020-04-07,20.8
Alberta,Edmonton,,transit,2020-04-07,20.72
British Columbia,Vancouver,,transit,2020-03-25,20.58
British Columbia,Vancouver,,transit,2020-04-15,20.5
Alberta,Edmonton,,transit,2020-04-14,20.49
British Columbia,Vancouver,,transit,2020-04-16,20.48
Alberta,Calgary,,transit,2020-04-02,20.44
Quebec,Montreal,Montr̩al,transit,2020-03-25,20.35
British Columbia,Vancouver,,transit,2020-03-31,20.35
Alberta,Calgary,,transit,2020-04-13,20.23
Alberta,Edmonton,,transit,2020-04-13,20.23
Alberta,Calgary,,transit,2020-04-04,20.18
British Columbia,Vancouver,,transit,2020-04-08,20.15
Ontario,Toronto,,transit,2020-03-25,20.07
British Columbia,Vancouver,,transit,2020-03-24,20.02
British Columbia,Vancouver,,transit,2020-03-30,20.01
Quebec,Montreal,Montr̩al,transit,2020-03-31,19.98
Quebec,Montreal,Montr̩al,transit,2020-03-27,19.72
Ontario,Toronto,,transit,2020-03-31,19.68
Ontario,Toronto,,transit,2020-03-27,19.66
Alberta,Edmonton,,transit,2020-03-29,19.59
British Columbia,Vancouver,,transit,2020-04-07,19.59
British Columbia,Vancouver,,transit,2020-04-10,19.51
British Columbia,Vancouver,,transit,2020-04-14,19.5
Alberta,Edmonton,,transit,2020-03-28,19.49
British Columbia,Vancouver,,transit,2020-04-03,19.44
Ontario,Toronto,,transit,2020-03-30,19.42
British Columbia,Vancouver,,transit,2020-04-01,19.36
Alberta,Calgary,,transit,2020-04-03,19.33
British Columbia,Vancouver,,transit,2020-04-09,19.31
Quebec,Montreal,Montr̩al,transit,2020-03-26,19.21
British Columbia,Vancouver,,transit,2020-04-13,19.21
Ontario,Toronto,,transit,2020-03-26,19.2
Ontario,Toronto,,transit,2020-04-01,19.09
Quebec,Montreal,Montr̩al,transit,2020-03-30,19.07
British Columbia,Vancouver,,transit,2020-03-26,19.06
Quebec,Montreal,Montr̩al,transit,2020-04-14,19.04
Quebec,Montreal,Montr̩al,transit,2020-04-15,19
Ontario,Ottawa,,transit,2020-03-22,18.98
Ontario,Toronto,,transit,2020-04-02,18.95
Quebec,Montreal,Montr̩al,transit,2020-04-03,18.89
Alberta,Calgary,,transit,2020-03-29,18.82
British Columbia,Vancouver,,transit,2020-03-27,18.77
Alberta,Calgary,,transit,2020-03-28,18.69
Quebec,Montreal,Montr̩al,transit,2020-04-16,18.67
Alberta,Calgary,,transit,2020-04-11,18.66
British Columbia,Vancouver,,transit,2020-04-02,18.65
British Columbia,Vancouver,,transit,2020-04-11,18.63
Quebec,Montreal,Montr̩al,transit,2020-04-01,18.62
Quebec,Montreal,Montr̩al,transit,2020-04-06,18.45
Quebec,Montreal,Montr̩al,transit,2020-04-13,18.43
Alberta,Edmonton,,transit,2020-04-04,18.42
Quebec,Montreal,Montr̩al,transit,2020-03-28,18.41
Quebec,Montreal,Montr̩al,transit,2020-04-02,18.3
British Columbia,Vancouver,,transit,2020-03-28,18.3
Ontario,Ottawa,,transit,2020-03-23,18.27
Ontario,Ottawa,,transit,2020-03-24,18.2
Alberta,Calgary,,transit,2020-04-10,18.18
British Columbia,Vancouver,,transit,2020-04-04,18.04
British Columbia,Vancouver,,transit,2020-03-29,18.01
Ontario,Toronto,,transit,2020-04-03,17.91
Ontario,Ottawa,,transit,2020-03-25,17.88
Quebec,Montreal,Montr̩al,transit,2020-04-08,17.84
Ontario,Ottawa,,transit,2020-03-27,17.83
Ontario,Toronto,,transit,2020-04-06,17.75
British Columbia,Vancouver,,transit,2020-04-05,17.69
Ontario,Toronto,,transit,2020-04-14,17.64
Ontario,Ottawa,,transit,2020-03-26,17.62
Quebec,Montreal,Montr̩al,transit,2020-04-07,17.6
Alberta,Calgary,,transit,2020-04-05,17.31
Quebec,Montreal,Montr̩al,transit,2020-04-04,17.25
British Columbia,Vancouver,,transit,2020-04-12,17.18
Alberta,Edmonton,,transit,2020-04-10,17.16
Ontario,Toronto,,transit,2020-04-15,17.11
Alberta,Edmonton,,transit,2020-04-05,17.1
Ontario,Ottawa,,transit,2020-03-31,17.03
Ontario,Toronto,,transit,2020-03-29,16.95
Quebec,Montreal,Montr̩al,transit,2020-04-10,16.93
Alberta,Calgary,,transit,2020-04-12,16.84
Ontario,Toronto,,transit,2020-04-13,16.78
Ontario,Toronto,,transit,2020-03-28,16.75
Ontario,Ottawa,,transit,2020-03-28,16.74
Ontario,Toronto,,transit,2020-04-09,16.63
Ontario,Toronto,,transit,2020-04-07,16.62
Ontario,Toronto,,transit,2020-04-08,16.59
Ontario,Toronto,,transit,2020-04-16,16.56
Ontario,Ottawa,,transit,2020-03-30,16.36
Alberta,Edmonton,,transit,2020-04-11,16.31
Ontario,Ottawa,,transit,2020-04-01,16.18
Quebec,Montreal,Montr̩al,transit,2020-04-11,16.08
Ontario,Toronto,,transit,2020-04-04,16
Quebec,Montreal,Montr̩al,transit,2020-04-09,15.97
Ontario,Ottawa,,transit,2020-04-03,15.93
Ontario,Toronto,,transit,2020-04-05,15.7
Quebec,Montreal,Montr̩al,transit,2020-03-29,15.52
Ontario,Toronto,,transit,2020-04-11,15.44
Ontario,Ottawa,,transit,2020-04-02,15.25
Ontario,Ottawa,,transit,2020-04-07,15.19
Ontario,Ottawa,,transit,2020-04-15,15.06
Ontario,Ottawa,,transit,2020-04-04,15.05
Quebec,Montreal,Montr̩al,transit,2020-04-05,15.02
Quebec,Montreal,Montr̩al,transit,2020-04-12,14.99
Alberta,Edmonton,,transit,2020-04-12,14.97
Ontario,Ottawa,,transit,2020-04-08,14.95
Ontario,Ottawa,,transit,2020-04-06,14.92
Ontario,Ottawa,,transit,2020-04-05,14.75
Ontario,Ottawa,,transit,2020-03-29,14.54
Ontario,Toronto,,transit,2020-04-10,14.45
Ontario,Ottawa,,transit,2020-04-14,14.33
Ontario,Ottawa,,transit,2020-04-13,14.25
Ontario,Ottawa,,transit,2020-04-16,14.23
Ontario,Toronto,,transit,2020-04-12,13.68
Ontario,Ottawa,,transit,2020-04-09,13.59
Ontario,Ottawa,,transit,2020-04-11,13.46
Ontario,Ottawa,,transit,2020-04-10,11.79
Ontario,Ottawa,,transit,2020-04-12,11.16
